Matrix A:
8	39	1	32	27	20	
41	12	47	13	42	45	
1	0	33	35	46	16	
3	41	29	35	46	5	
19	46	28	5	25	11	
25	6	24	21	22	9	

Matrix B:
28	21	27	44	30	3	
30	33	17	2	8	42	
32	29	16	43	26	47	
49	32	14	22	0	43	
20	13	41	32	7	11	
46	21	23	27	12	3	

d_a: 45.000000, d_b: 27.000000, sum = 72.000000 
d_a: 13.000000, d_b: 3.000000, sum = 16.000000 
d_a: 42.000000, d_b: 28.000000, sum = 70.000000 
d_a: 42.000000, d_b: 21.000000, sum = 63.000000 
d_a: 42.000000, d_b: 27.000000, sum = 69.000000 
d_a: 42.000000, d_b: 44.000000, sum = 86.000000 
d_a: 42.000000, d_b: 30.000000, sum = 72.000000 
d_a: 42.000000, d_b: 3.000000, sum = 45.000000 
d_a: 45.000000, d_b: 28.000000, sum = 73.000000 
d_a: 45.000000, d_b: 21.000000, sum = 66.000000 
d_a: 41.000000, d_b: 30.000000, sum = 71.000000 
d_a: 41.000000, d_b: 33.000000, sum = 74.000000 
d_a: 41.000000, d_b: 17.000000, sum = 58.000000 
d_a: 41.000000, d_b: 2.000000, sum = 43.000000 
d_a: 41.000000, d_b: 8.000000, sum = 49.000000 
d_a: 41.000000, d_b: 42.000000, sum = 83.000000 
d_a: 12.000000, d_b: 30.000000, sum = 42.000000 
d_a: 12.000000, d_b: 33.000000, sum = 45.000000 
d_a: 12.000000, d_b: 17.000000, sum = 29.000000 
d_a: 12.000000, d_b: 2.000000, sum = 14.000000 
d_a: 12.000000, d_b: 8.000000, sum = 20.000000 
d_a: 12.000000, d_b: 42.000000, sum = 54.000000 
d_a: 47.000000, d_b: 30.000000, sum = 77.000000 
d_a: 47.000000, d_b: 33.000000, sum = 80.000000 
d_a: 47.000000, d_b: 17.000000, sum = 64.000000 
d_a: 47.000000, d_b: 2.000000, sum = 49.000000 
d_a: 47.000000, d_b: 8.000000, sum = 55.000000 
d_a: 47.000000, d_b: 42.000000, sum = 89.000000 
d_a: 13.000000, d_b: 30.000000, sum = 43.000000 
d_a: 13.000000, d_b: 33.000000, sum = 46.000000 
d_a: 13.000000, d_b: 17.000000, sum = 30.000000 
d_a: 13.000000, d_b: 2.000000, sum = 15.000000 
d_a: 13.000000, d_b: 8.000000, sum = 21.000000 
d_a: 13.000000, d_b: 42.000000, sum = 55.000000 
d_a: 42.000000, d_b: 30.000000, sum = 72.000000 
d_a: 42.000000, d_b: 33.000000, sum = 75.000000 
d_a: 42.000000, d_b: 17.000000, sum = 59.000000 
d_a: 42.000000, d_b: 2.000000, sum = 44.000000 
d_a: 42.000000, d_b: 8.000000, sum = 50.000000 
d_a: 42.000000, d_b: 42.000000, sum = 84.000000 
d_a: 45.000000, d_b: 30.000000, sum = 75.000000 
d_a: 45.000000, d_b: 33.000000, sum = 78.000000 
d_a: 1.000000, d_b: 28.000000, sum = 29.000000 
d_a: 1.000000, d_b: 21.000000, sum = 22.000000 
d_a: 1.000000, d_b: 27.000000, sum = 28.000000 
d_a: 1.000000, d_b: 44.000000, sum = 45.000000 
d_a: 1.000000, d_b: 30.000000, sum = 31.000000 
d_a: 1.000000, d_b: 3.000000, sum = 4.000000 
d_a: 0.000000, d_b: 28.000000, sum = 28.000000 
d_a: 0.000000, d_b: 21.000000, sum = 21.000000 
d_a: 0.000000, d_b: 27.000000, sum = 27.000000 
d_a: 0.000000, d_b: 44.000000, sum = 44.000000 
d_a: 0.000000, d_b: 30.000000, sum = 30.000000 
d_a: 0.000000, d_b: 3.000000, sum = 3.000000 
d_a: 33.000000, d_b: 28.000000, sum = 61.000000 
d_a: 33.000000, d_b: 21.000000, sum = 54.000000 
d_a: 33.000000, d_b: 27.000000, sum = 60.000000 
d_a: 33.000000, d_b: 44.000000, sum = 77.000000 
d_a: 33.000000, d_b: 30.000000, sum = 63.000000 
d_a: 33.000000, d_b: 3.000000, sum = 36.000000 
d_a: 35.000000, d_b: 28.000000, sum = 63.000000 
d_a: 35.000000, d_b: 21.000000, sum = 56.000000 
d_a: 35.000000, d_b: 27.000000, sum = 62.000000 
d_a: 35.000000, d_b: 44.000000, sum = 79.000000 
d_a: 35.000000, d_b: 30.000000, sum = 65.000000 
d_a: 35.000000, d_b: 3.000000, sum = 38.000000 
d_a: 46.000000, d_b: 28.000000, sum = 74.000000 
d_a: 46.000000, d_b: 21.000000, sum = 67.000000 
d_a: 46.000000, d_b: 27.000000, sum = 73.000000 
d_a: 46.000000, d_b: 44.000000, sum = 90.000000 
d_a: 46.000000, d_b: 30.000000, sum = 76.000000 
d_a: 46.000000, d_b: 3.000000, sum = 49.000000 
d_a: 16.000000, d_b: 28.000000, sum = 44.000000 
d_a: 16.000000, d_b: 21.000000, sum = 37.000000 
d_a: 1.000000, d_b: 32.000000, sum = 33.000000 
d_a: 1.000000, d_b: 29.000000, sum = 30.000000 
d_a: 1.000000, d_b: 16.000000, sum = 17.000000 
d_a: 1.000000, d_b: 43.000000, sum = 44.000000 
d_a: 1.000000, d_b: 26.000000, sum = 27.000000 
d_a: 1.000000, d_b: 47.000000, sum = 48.000000 
d_a: 0.000000, d_b: 32.000000, sum = 32.000000 
d_a: 0.000000, d_b: 29.000000, sum = 29.000000 
d_a: 0.000000, d_b: 16.000000, sum = 16.000000 
d_a: 0.000000, d_b: 43.000000, sum = 43.000000 
d_a: 0.000000, d_b: 26.000000, sum = 26.000000 
d_a: 0.000000, d_b: 47.000000, sum = 47.000000 
d_a: 33.000000, d_b: 32.000000, sum = 65.000000 
d_a: 33.000000, d_b: 29.000000, sum = 62.000000 
d_a: 33.000000, d_b: 16.000000, sum = 49.000000 
d_a: 33.000000, d_b: 43.000000, sum = 76.000000 
d_a: 33.000000, d_b: 26.000000, sum = 59.000000 
d_a: 33.000000, d_b: 47.000000, sum = 80.000000 
d_a: 35.000000, d_b: 32.000000, sum = 67.000000 
d_a: 35.000000, d_b: 29.000000, sum = 64.000000 
d_a: 35.000000, d_b: 16.000000, sum = 51.000000 
d_a: 35.000000, d_b: 43.000000, sum = 78.000000 
d_a: 35.000000, d_b: 26.000000, sum = 61.000000 
d_a: 35.000000, d_b: 47.000000, sum = 82.000000 
d_a: 46.000000, d_b: 32.000000, sum = 78.000000 
d_a: 46.000000, d_b: 29.000000, sum = 75.000000 
d_a: 46.000000, d_b: 16.000000, sum = 62.000000 
d_a: 46.000000, d_b: 43.000000, sum = 89.000000 
d_a: 46.000000, d_b: 26.000000, sum = 72.000000 
d_a: 46.000000, d_b: 47.000000, sum = 93.000000 
d_a: 16.000000, d_b: 32.000000, sum = 48.000000 
d_a: 16.000000, d_b: 29.000000, sum = 45.000000 
d_a: 41.000000, d_b: 32.000000, sum = 73.000000 
d_a: 41.000000, d_b: 29.000000, sum = 70.000000 
d_a: 41.000000, d_b: 16.000000, sum = 57.000000 
d_a: 41.000000, d_b: 43.000000, sum = 84.000000 
d_a: 41.000000, d_b: 26.000000, sum = 67.000000 
d_a: 41.000000, d_b: 47.000000, sum = 88.000000 
d_a: 12.000000, d_b: 32.000000, sum = 44.000000 
d_a: 12.000000, d_b: 29.000000, sum = 41.000000 
d_a: 12.000000, d_b: 16.000000, sum = 28.000000 
d_a: 12.000000, d_b: 43.000000, sum = 55.000000 
d_a: 12.000000, d_b: 26.000000, sum = 38.000000 
d_a: 12.000000, d_b: 47.000000, sum = 59.000000 
d_a: 47.000000, d_b: 32.000000, sum = 79.000000 
d_a: 47.000000, d_b: 29.000000, sum = 76.000000 
d_a: 47.000000, d_b: 16.000000, sum = 63.000000 
d_a: 47.000000, d_b: 43.000000, sum = 90.000000 
d_a: 47.000000, d_b: 26.000000, sum = 73.000000 
d_a: 47.000000, d_b: 47.000000, sum = 94.000000 
d_a: 13.000000, d_b: 32.000000, sum = 45.000000 
d_a: 13.000000, d_b: 29.000000, sum = 42.000000 
d_a: 13.000000, d_b: 16.000000, sum = 29.000000 
d_a: 13.000000, d_b: 43.000000, sum = 56.000000 
d_a: 13.000000, d_b: 26.000000, sum = 39.000000 
d_a: 13.000000, d_b: 47.000000, sum = 60.000000 
d_a: 42.000000, d_b: 32.000000, sum = 74.000000 
d_a: 42.000000, d_b: 29.000000, sum = 71.000000 
d_a: 42.000000, d_b: 16.000000, sum = 58.000000 
d_a: 42.000000, d_b: 43.000000, sum = 85.000000 
d_a: 42.000000, d_b: 26.000000, sum = 68.000000 
d_a: 42.000000, d_b: 47.000000, sum = 89.000000 
d_a: 45.000000, d_b: 32.000000, sum = 77.000000 
d_a: 45.000000, d_b: 29.000000, sum = 74.000000 
d_a: 8.000000, d_b: 28.000000, sum = 36.000000 
d_a: 8.000000, d_b: 21.000000, sum = 29.000000 
d_a: 8.000000, d_b: 27.000000, sum = 35.000000 
d_a: 8.000000, d_b: 44.000000, sum = 52.000000 
d_a: 8.000000, d_b: 30.000000, sum = 38.000000 
d_a: 8.000000, d_b: 3.000000, sum = 11.000000 
d_a: 39.000000, d_b: 28.000000, sum = 67.000000 
d_a: 39.000000, d_b: 21.000000, sum = 60.000000 
d_a: 39.000000, d_b: 27.000000, sum = 66.000000 
d_a: 39.000000, d_b: 44.000000, sum = 83.000000 
d_a: 39.000000, d_b: 30.000000, sum = 69.000000 
d_a: 39.000000, d_b: 3.000000, sum = 42.000000 
d_a: 1.000000, d_b: 28.000000, sum = 29.000000 
d_a: 1.000000, d_b: 21.000000, sum = 22.000000 
d_a: 1.000000, d_b: 27.000000, sum = 28.000000 
d_a: 1.000000, d_b: 44.000000, sum = 45.000000 
d_a: 1.000000, d_b: 30.000000, sum = 31.000000 
d_a: 1.000000, d_b: 3.000000, sum = 4.000000 
d_a: 32.000000, d_b: 28.000000, sum = 60.000000 
d_a: 32.000000, d_b: 21.000000, sum = 53.000000 
d_a: 32.000000, d_b: 27.000000, sum = 59.000000 
d_a: 32.000000, d_b: 44.000000, sum = 76.000000 
d_a: 32.000000, d_b: 30.000000, sum = 62.000000 
d_a: 32.000000, d_b: 3.000000, sum = 35.000000 
d_a: 27.000000, d_b: 28.000000, sum = 55.000000 
d_a: 27.000000, d_b: 21.000000, sum = 48.000000 
d_a: 27.000000, d_b: 27.000000, sum = 54.000000 
d_a: 27.000000, d_b: 44.000000, sum = 71.000000 
d_a: 27.000000, d_b: 30.000000, sum = 57.000000 
d_a: 27.000000, d_b: 3.000000, sum = 30.000000 
d_a: 20.000000, d_b: 28.000000, sum = 48.000000 
d_a: 20.000000, d_b: 21.000000, sum = 41.000000 
d_a: 1.000000, d_b: 30.000000, sum = 31.000000 
d_a: 1.000000, d_b: 33.000000, sum = 34.000000 
d_a: 1.000000, d_b: 17.000000, sum = 18.000000 
d_a: 1.000000, d_b: 2.000000, sum = 3.000000 
d_a: 1.000000, d_b: 8.000000, sum = 9.000000 
d_a: 1.000000, d_b: 42.000000, sum = 43.000000 
d_a: 0.000000, d_b: 30.000000, sum = 30.000000 
d_a: 0.000000, d_b: 33.000000, sum = 33.000000 
d_a: 0.000000, d_b: 17.000000, sum = 17.000000 
d_a: 0.000000, d_b: 2.000000, sum = 2.000000 
d_a: 0.000000, d_b: 8.000000, sum = 8.000000 
d_a: 0.000000, d_b: 42.000000, sum = 42.000000 
d_a: 33.000000, d_b: 30.000000, sum = 63.000000 
d_a: 33.000000, d_b: 33.000000, sum = 66.000000 
d_a: 33.000000, d_b: 17.000000, sum = 50.000000 
d_a: 33.000000, d_b: 2.000000, sum = 35.000000 
d_a: 33.000000, d_b: 8.000000, sum = 41.000000 
d_a: 33.000000, d_b: 42.000000, sum = 75.000000 
d_a: 35.000000, d_b: 30.000000, sum = 65.000000 
d_a: 35.000000, d_b: 33.000000, sum = 68.000000 
d_a: 35.000000, d_b: 17.000000, sum = 52.000000 
d_a: 35.000000, d_b: 2.000000, sum = 37.000000 
d_a: 35.000000, d_b: 8.000000, sum = 43.000000 
d_a: 35.000000, d_b: 42.000000, sum = 77.000000 
d_a: 46.000000, d_b: 30.000000, sum = 76.000000 
d_a: 46.000000, d_b: 33.000000, sum = 79.000000 
d_a: 46.000000, d_b: 17.000000, sum = 63.000000 
d_a: 46.000000, d_b: 2.000000, sum = 48.000000 
d_a: 46.000000, d_b: 8.000000, sum = 54.000000 
d_a: 46.000000, d_b: 42.000000, sum = 88.000000 
d_a: 16.000000, d_b: 30.000000, sum = 46.000000 
d_a: 16.000000, d_b: 33.000000, sum = 49.000000 
d_a: 8.000000, d_b: 32.000000, sum = 40.000000 
d_a: 8.000000, d_b: 29.000000, sum = 37.000000 
d_a: 8.000000, d_b: 16.000000, sum = 24.000000 
d_a: 8.000000, d_b: 43.000000, sum = 51.000000 
d_a: 8.000000, d_b: 26.000000, sum = 34.000000 
d_a: 8.000000, d_b: 47.000000, sum = 55.000000 
d_a: 39.000000, d_b: 32.000000, sum = 71.000000 
d_a: 39.000000, d_b: 29.000000, sum = 68.000000 
d_a: 39.000000, d_b: 16.000000, sum = 55.000000 
d_a: 39.000000, d_b: 43.000000, sum = 82.000000 
d_a: 39.000000, d_b: 26.000000, sum = 65.000000 
d_a: 39.000000, d_b: 47.000000, sum = 86.000000 
d_a: 1.000000, d_b: 32.000000, sum = 33.000000 
d_a: 1.000000, d_b: 29.000000, sum = 30.000000 
d_a: 1.000000, d_b: 16.000000, sum = 17.000000 
d_a: 1.000000, d_b: 43.000000, sum = 44.000000 
d_a: 1.000000, d_b: 26.000000, sum = 27.000000 
d_a: 1.000000, d_b: 47.000000, sum = 48.000000 
d_a: 32.000000, d_b: 32.000000, sum = 64.000000 
d_a: 32.000000, d_b: 29.000000, sum = 61.000000 
d_a: 32.000000, d_b: 16.000000, sum = 48.000000 
d_a: 32.000000, d_b: 43.000000, sum = 75.000000 
d_a: 32.000000, d_b: 26.000000, sum = 58.000000 
d_a: 32.000000, d_b: 47.000000, sum = 79.000000 
d_a: 27.000000, d_b: 32.000000, sum = 59.000000 
d_a: 27.000000, d_b: 29.000000, sum = 56.000000 
d_a: 27.000000, d_b: 16.000000, sum = 43.000000 
d_a: 27.000000, d_b: 43.000000, sum = 70.000000 
d_a: 27.000000, d_b: 26.000000, sum = 53.000000 
d_a: 27.000000, d_b: 47.000000, sum = 74.000000 
d_a: 20.000000, d_b: 32.000000, sum = 52.000000 
d_a: 20.000000, d_b: 29.000000, sum = 49.000000 
A + B: 
36	29	35	52	38	11	
67	60	66	83	69	42	
40	37	24	51	34	55	
71	68	55	82	65	86	
33	30	17	44	27	48	
64	61	48	75	58	79	
