Matrix A:
44	24	39	7	42	30	
8	39	46	16	0	18	
44	41	25	38	25	17	
37	37	46	11	35	5	
41	39	13	7	11	9	
16	9	13	9	5	34	

Matrix B:
7	43	23	22	20	29	
13	48	39	7	40	13	
49	0	16	21	14	15	
26	31	19	4	2	31	
21	42	9	7	48	38	
47	42	28	3	48	3	

d_a: 11, d_b: 2, sum = 41.000000 
d_a: 4, d_b: 16, sum = 56.000000 
d_a: 4, d_b: 17, sum = 57.000000 
d_a: 5, d_b: 12, sum = 79.000000 
d_a: 5, d_b: 13, sum = 30.000000 
d_a: 6, d_b: 12, sum = 57.000000 
d_a: 6, d_b: 13, sum = 8.000000 
d_a: 6, d_b: 14, sum = 24.000000 
d_a: 6, d_b: 15, sum = 29.000000 
d_a: 6, d_b: 16, sum = 22.000000 
d_a: 6, d_b: 17, sum = 23.000000 
d_a: 7, d_b: 12, sum = 88.000000 
d_a: 7, d_b: 13, sum = 39.000000 
d_a: 7, d_b: 14, sum = 55.000000 
d_a: 7, d_b: 15, sum = 60.000000 
d_a: 7, d_b: 16, sum = 53.000000 
d_a: 7, d_b: 17, sum = 54.000000 
d_a: 8, d_b: 12, sum = 95.000000 
d_a: 8, d_b: 13, sum = 46.000000 
d_a: 8, d_b: 14, sum = 62.000000 
d_a: 8, d_b: 15, sum = 67.000000 
d_a: 8, d_b: 16, sum = 60.000000 
d_a: 8, d_b: 17, sum = 61.000000 
d_a: 9, d_b: 12, sum = 65.000000 
d_a: 9, d_b: 13, sum = 16.000000 
d_a: 9, d_b: 14, sum = 32.000000 
d_a: 9, d_b: 15, sum = 37.000000 
d_a: 9, d_b: 16, sum = 30.000000 
d_a: 9, d_b: 17, sum = 31.000000 
d_a: 10, d_b: 12, sum = 49.000000 
d_a: 10, d_b: 13, sum = 0.000000 
d_a: 10, d_b: 14, sum = 16.000000 
d_a: 10, d_b: 15, sum = 21.000000 
d_a: 10, d_b: 16, sum = 14.000000 
d_a: 10, d_b: 17, sum = 15.000000 
d_a: 11, d_b: 12, sum = 67.000000 
d_a: 11, d_b: 13, sum = 18.000000 
d_a: 0, d_b: 6, sum = 57.000000 
d_a: 0, d_b: 7, sum = 92.000000 
d_a: 0, d_b: 8, sum = 83.000000 
d_a: 0, d_b: 9, sum = 51.000000 
d_a: 0, d_b: 10, sum = 84.000000 
d_a: 0, d_b: 11, sum = 57.000000 
d_a: 1, d_b: 6, sum = 37.000000 
d_a: 1, d_b: 7, sum = 72.000000 
d_a: 1, d_b: 8, sum = 63.000000 
d_a: 1, d_b: 9, sum = 31.000000 
d_a: 1, d_b: 10, sum = 64.000000 
d_a: 1, d_b: 11, sum = 37.000000 
d_a: 2, d_b: 6, sum = 52.000000 
d_a: 2, d_b: 7, sum = 87.000000 
d_a: 2, d_b: 8, sum = 78.000000 
d_a: 2, d_b: 9, sum = 46.000000 
d_a: 2, d_b: 10, sum = 79.000000 
d_a: 2, d_b: 11, sum = 52.000000 
d_a: 3, d_b: 6, sum = 20.000000 
d_a: 3, d_b: 7, sum = 55.000000 
d_a: 3, d_b: 8, sum = 46.000000 
d_a: 3, d_b: 9, sum = 14.000000 
d_a: 3, d_b: 10, sum = 47.000000 
d_a: 3, d_b: 11, sum = 20.000000 
d_a: 4, d_b: 6, sum = 55.000000 
d_a: 4, d_b: 7, sum = 90.000000 
d_a: 4, d_b: 8, sum = 81.000000 
d_a: 4, d_b: 9, sum = 49.000000 
d_a: 4, d_b: 10, sum = 82.000000 
d_a: 4, d_b: 11, sum = 55.000000 
d_a: 5, d_b: 6, sum = 43.000000 
d_a: 5, d_b: 7, sum = 78.000000 
d_a: 12, d_b: 6, sum = 57.000000 
d_a: 12, d_b: 7, sum = 92.000000 
d_a: 12, d_b: 8, sum = 83.000000 
d_a: 12, d_b: 9, sum = 51.000000 
d_a: 12, d_b: 10, sum = 84.000000 
d_a: 12, d_b: 11, sum = 57.000000 
d_a: 13, d_b: 6, sum = 54.000000 
d_a: 13, d_b: 7, sum = 89.000000 
d_a: 13, d_b: 8, sum = 80.000000 
d_a: 13, d_b: 9, sum = 48.000000 
d_a: 13, d_b: 10, sum = 81.000000 
d_a: 13, d_b: 11, sum = 54.000000 
d_a: 14, d_b: 6, sum = 38.000000 
d_a: 14, d_b: 7, sum = 73.000000 
d_a: 14, d_b: 8, sum = 64.000000 
d_a: 14, d_b: 9, sum = 32.000000 
d_a: 14, d_b: 10, sum = 65.000000 
d_a: 14, d_b: 11, sum = 38.000000 
d_a: 15, d_b: 6, sum = 51.000000 
d_a: 15, d_b: 7, sum = 86.000000 
d_a: 15, d_b: 8, sum = 77.000000 
d_a: 15, d_b: 9, sum = 45.000000 
d_a: 15, d_b: 10, sum = 78.000000 
d_a: 15, d_b: 11, sum = 51.000000 
d_a: 16, d_b: 6, sum = 38.000000 
d_a: 16, d_b: 7, sum = 73.000000 
d_a: 16, d_b: 8, sum = 64.000000 
d_a: 16, d_b: 9, sum = 32.000000 
d_a: 16, d_b: 10, sum = 65.000000 
d_a: 16, d_b: 11, sum = 38.000000 
d_a: 17, d_b: 6, sum = 30.000000 
d_a: 17, d_b: 7, sum = 65.000000 
d_a: 12, d_b: 0, sum = 51.000000 
d_a: 12, d_b: 1, sum = 87.000000 
d_a: 12, d_b: 2, sum = 67.000000 
d_a: 12, d_b: 3, sum = 66.000000 
d_a: 12, d_b: 4, sum = 64.000000 
d_a: 12, d_b: 5, sum = 73.000000 
d_a: 13, d_b: 0, sum = 48.000000 
d_a: 13, d_b: 1, sum = 84.000000 
d_a: 13, d_b: 2, sum = 64.000000 
d_a: 13, d_b: 3, sum = 63.000000 
d_a: 13, d_b: 4, sum = 61.000000 
d_a: 13, d_b: 5, sum = 70.000000 
d_a: 14, d_b: 0, sum = 32.000000 
d_a: 14, d_b: 1, sum = 68.000000 
d_a: 14, d_b: 2, sum = 48.000000 
d_a: 14, d_b: 3, sum = 47.000000 
d_a: 14, d_b: 4, sum = 45.000000 
d_a: 14, d_b: 5, sum = 54.000000 
d_a: 15, d_b: 0, sum = 45.000000 
d_a: 15, d_b: 1, sum = 81.000000 
d_a: 15, d_b: 2, sum = 61.000000 
d_a: 15, d_b: 3, sum = 60.000000 
d_a: 15, d_b: 4, sum = 58.000000 
d_a: 15, d_b: 5, sum = 67.000000 
d_a: 16, d_b: 0, sum = 32.000000 
d_a: 16, d_b: 1, sum = 68.000000 
d_a: 16, d_b: 2, sum = 48.000000 
d_a: 16, d_b: 3, sum = 47.000000 
d_a: 16, d_b: 4, sum = 45.000000 
d_a: 16, d_b: 5, sum = 54.000000 
d_a: 17, d_b: 0, sum = 24.000000 
d_a: 17, d_b: 1, sum = 60.000000 
d_a: 0, d_b: 0, sum = 51.000000 
d_a: 0, d_b: 1, sum = 87.000000 
d_a: 0, d_b: 2, sum = 67.000000 
d_a: 0, d_b: 3, sum = 66.000000 
d_a: 0, d_b: 4, sum = 64.000000 
d_a: 0, d_b: 5, sum = 73.000000 
d_a: 1, d_b: 0, sum = 31.000000 
d_a: 1, d_b: 1, sum = 67.000000 
d_a: 1, d_b: 2, sum = 47.000000 
d_a: 1, d_b: 3, sum = 46.000000 
d_a: 1, d_b: 4, sum = 44.000000 
d_a: 1, d_b: 5, sum = 53.000000 
d_a: 2, d_b: 0, sum = 46.000000 
d_a: 2, d_b: 1, sum = 82.000000 
d_a: 2, d_b: 2, sum = 62.000000 
d_a: 2, d_b: 3, sum = 61.000000 
d_a: 2, d_b: 4, sum = 59.000000 
d_a: 2, d_b: 5, sum = 68.000000 
d_a: 3, d_b: 0, sum = 14.000000 
d_a: 3, d_b: 1, sum = 50.000000 
d_a: 3, d_b: 2, sum = 30.000000 
d_a: 3, d_b: 3, sum = 29.000000 
d_a: 3, d_b: 4, sum = 27.000000 
d_a: 3, d_b: 5, sum = 36.000000 
d_a: 4, d_b: 0, sum = 49.000000 
d_a: 4, d_b: 1, sum = 85.000000 
d_a: 4, d_b: 2, sum = 65.000000 
d_a: 4, d_b: 3, sum = 64.000000 
d_a: 4, d_b: 4, sum = 62.000000 
d_a: 4, d_b: 5, sum = 71.000000 
d_a: 5, d_b: 0, sum = 37.000000 
d_a: 5, d_b: 1, sum = 73.000000 
d_a: 12, d_b: 12, sum = 93.000000 
d_a: 12, d_b: 13, sum = 44.000000 
d_a: 12, d_b: 14, sum = 60.000000 
d_a: 12, d_b: 15, sum = 65.000000 
d_a: 12, d_b: 16, sum = 58.000000 
d_a: 12, d_b: 17, sum = 59.000000 
d_a: 13, d_b: 12, sum = 90.000000 
d_a: 13, d_b: 13, sum = 41.000000 
d_a: 13, d_b: 14, sum = 57.000000 
d_a: 13, d_b: 15, sum = 62.000000 
d_a: 13, d_b: 16, sum = 55.000000 
d_a: 13, d_b: 17, sum = 56.000000 
d_a: 14, d_b: 12, sum = 74.000000 
d_a: 14, d_b: 13, sum = 25.000000 
d_a: 14, d_b: 14, sum = 41.000000 
d_a: 14, d_b: 15, sum = 46.000000 
d_a: 14, d_b: 16, sum = 39.000000 
d_a: 14, d_b: 17, sum = 40.000000 
d_a: 15, d_b: 12, sum = 87.000000 
d_a: 15, d_b: 13, sum = 38.000000 
d_a: 15, d_b: 14, sum = 54.000000 
d_a: 15, d_b: 15, sum = 59.000000 
d_a: 15, d_b: 16, sum = 52.000000 
d_a: 15, d_b: 17, sum = 53.000000 
d_a: 16, d_b: 12, sum = 74.000000 
d_a: 16, d_b: 13, sum = 25.000000 
d_a: 16, d_b: 14, sum = 41.000000 
d_a: 16, d_b: 15, sum = 46.000000 
d_a: 16, d_b: 16, sum = 39.000000 
d_a: 16, d_b: 17, sum = 40.000000 
d_a: 17, d_b: 12, sum = 66.000000 
d_a: 17, d_b: 13, sum = 17.000000 
A + B: 
51	87	67	66	64	73	
31	67	47	46	44	53	
93	44	60	65	58	59	
73	24	40	45	38	39	
88	39	55	60	53	54	
56	7	23	28	21	22	
